S0,K,T,r,sigma,Put_Price
89.963209507789,83.69483357103587,1.7021113265080186,0.00018843449508305633,0.3323116173670804,11.968496337353645
136.0571445127933,82.4301491835208,1.0143082352527724,0.09599843950300176,0.31078865982555937,0.3548918419963386
118.5595153449124,104.16767802974655,0.4311579407327623,0.05353166019467847,0.24041477984133391,1.5794625667673716
107.89267873576293,118.6446528997102,1.4864514838896805,0.070040054092861,0.2972850631584441,17.218930617996765
72.48149123539493,100.10885235818895,0.8664223645824266,0.0912597158038651,0.24603865417968415,27.627361122794028
72.47956162689621,82.0606090375722,1.2095235927323695,0.04331545991033764,0.36317253419126094,15.5349454721624
64.64668897345595,88.84874624309825,0.2591673158391807,0.04406532819481064,0.4340118602641645,24.343317205828242
129.2940916619948,89.79171625663082,1.2815887795561849,0.01669815709225363,0.4147577747367943,5.740712556562585
108.0892009394567,93.514285165478,0.7784234534429925,0.09058282805851159,0.23627696934879722,1.7345750932396309
116.64580622368364,81.7441353434485,0.7016700119510643,0.06476733060319609,0.30376779753962074,0.6099176226669427
61.646759543664196,116.19570801991665,1.9608353786167123,0.018026924729155104,0.10426251974043606,54.548948476252455
137.59278817295956,100.62255778885981,0.8932397533824821,0.05597920145678858,0.4481112556897421,5.348917867570291
126.59541126403374,106.83723171816436,1.3721748373256817,0.03281639383894513,0.1981583303407769,2.637636180898608
76.9871288542621,82.68691347580035,1.27406869436899,0.014718196980652621,0.2764365976571205,12.206589492642278
74.54599737656805,82.16461871214598,0.2533919242260574,0.018186944739479884,0.16102017800757928,7.785508739123567
74.6723607882747,103.4587108816219,1.5084586972754166,0.055925715781020235,0.3712434289691261,30.59745170372365
84.33937943676301,115.49184042016833,0.6801604466954743,0.05643852259327584,0.3181190626761632,31.199262006130006
101.98051453057903,101.13928003838188,1.6079321209336332,0.07899407810523258,0.245915902394947,7.845888761553449
94.55560149136926,115.11276690280286,1.2348995260999958,0.024798428420332863,0.3140774576998212,25.171479047097634
83.29833121584335,112.43965092220958,0.6683284054093047,0.09158333822413778,0.16749463501084566,29.141319706366232
108.94823157779035,83.03415143179683,0.7447712726455884,0.051861293154701504,0.4102553728585311,3.511356917015549
71.15950885216334,88.0782989754276,1.4764393708494032,0.020417268884128616,0.20638365897848165,17.84662174383925
83.37157188281745,106.3084267662137,1.1226156644896197,0.041328057560339096,0.34600982795663016,25.752325169786985
89.30894746349534,97.74005530200166,1.3532845293090647,0.09233592720407273,0.45976001506329,19.040673732910022
96.48559873736288,91.62799254587682,0.35872072609661715,0.047815654286686604,0.11543424337832855,0.5738240866286669
122.81407691144109,96.74535424191916,1.5846045108454163,0.08747151104790452,0.25501357718109563,2.2088088892743247
75.97390257266878,97.80798585082537,0.6747630718843177,0.0159832735166639,0.1539671038722541,21.834083278156598
101.13875507308893,116.42209003286386,1.258729470957463,0.09139583986092961,0.4634630841420949,24.92732306362325
107.39316550896339,84.13833134819812,0.27362565922191695,0.043061880549943615,0.2440309778001697,0.10208880645430556
63.71603301759982,91.1892298723046,0.6767694702560857,0.09361269435307645,0.18533637066578038,27.473196854704774
108.60358815211507,101.50259266330856,1.3152912214799515,0.08660785194623315,0.3705906302745626,10.247363344709395
73.64192989498332,107.93147706522367,0.5847019579659887,0.06599663068829242,0.31727711497025646,34.289547170240354
65.20412743882235,105.22549155836975,1.7666087836621434,0.06728464169530196,0.4267746726964926,40.685394117010624
135.91084298026666,117.66570950949577,1.3393953789146698,0.02115079878768994,0.4012272634891382,13.945741718407815
137.25056264596475,111.82435699277893,1.7470428669287517,0.0602829778922922,0.48986794118113364,16.02103022860814
124.67178784931689,102.28307367897722,0.8210118693896854,0.05494955718917042,0.13621292287968814,0.13394097893297635
84.36910153386965,88.5873076669403,0.11627102811811625,0.03341470363404516,0.13210910734260542,4.330186302828821
67.81376912051071,98.0349692560896,1.1734729285424503,0.0505621524248456,0.4629442794050871,32.864225694787464
114.73864212097254,107.7352897677791,0.711427330314476,0.09291435520282294,0.48229288957318384,11.885346292721355
95.21219949916811,113.51848699344339,0.9239673330485889,0.0005305663791457916,0.2626537383740527,22.017782375601417
69.76305878758231,118.3894489768955,1.3781649171493602,0.04171240927976039,0.282347931869225,48.626390189313184
99.61415280890162,104.2181106455167,1.4162961007881998,0.033363872077086736,0.2474793143755566,12.20751397592854
62.75108168921747,101.0767746921773,0.10373500898834001,0.09612310674198384,0.411074750031989,38.325693002959824
132.74563216630258,80.70767692484593,1.5501402120372463,0.09738942312856931,0.40831464751073465,2.4880221501444497
80.70239852800135,82.8839627660072,1.0123618841643538,0.05856605356360545,0.18816786460314142,5.458085939727779
113.00178274831856,86.244199905496,1.1355626079828725,0.055000696844066645,0.253557651945314,1.4241721908359202
84.93688608715289,82.19039724758512,0.6310886611202124,0.09032124968105248,0.18497467081468355,2.2795137755032955
